part_id,material,feed_rate,cutting_speed,depth_of_cut,tool_nose_radius,tool_wear_time,surface_roughness_ra
3458,Stainless_304,0.456,292.1,0.396,0.2,34.7,71.25
3459,Carbon_Steel_1045,0.059,84.1,2.72,0.2,39.6,1.392
3460,Aluminum_6061,0.406,245.9,0.265,1.2,5.8,4.081
3461,Aluminum_6061,0.253,194.6,1.605,1.2,48.5,2.656
3462,Stainless_304,0.405,221.7,1.416,0.8,15.0,12.866
3463,Carbon_Steel_1045,0.053,61.5,2.045,0.4,57.4,0.595
3464,Stainless_304,0.18,321.9,1.047,0.4,13.9,4.561
3465,Aluminum_6061,0.388,335.8,2.653,0.4,37.5,18.508
3466,Aluminum_6061,0.407,51.0,2.269,0.4,32.7,23.004
3467,Stainless_304,0.329,113.8,1.439,0.8,8.6,7.838
3468,Stainless_304,0.186,104.1,1.235,1.2,21.8,1.932
3469,Stainless_304,0.19,284.4,2.494,0.4,46.9,7.603
3470,Aluminum_6061,0.485,229.4,2.332,1.2,12.8,6.32
3471,Carbon_Steel_1045,0.248,103.2,1.347,0.2,57.8,22.188
3472,Carbon_Steel_1045,0.251,294.2,1.189,1.2,17.7,2.044
3473,Stainless_304,0.299,156.0,0.357,0.8,37.6,8.622
3474,Aluminum_6061,0.234,188.3,0.475,0.8,37.1,2.754
3475,Carbon_Steel_1045,0.299,166.2,0.398,0.4,28.2,9.988
3476,Aluminum_6061,0.245,206.4,0.317,0.4,39.3,5.816
3477,Carbon_Steel_1045,0.422,194.0,0.67,0.4,44.6,24.422
3478,Aluminum_6061,0.459,132.4,2.607,1.2,37.1,8.523
3479,Stainless_304,0.469,177.4,2.445,0.2,33.6,86.958
3480,Aluminum_6061,0.304,322.5,2.575,0.8,36.4,4.947
3481,Carbon_Steel_1045,0.249,200.9,1.965,1.2,24.1,2.641
3482,Stainless_304,0.367,324.9,1.966,0.8,4.3,8.557
3483,Aluminum_6061,0.427,215.0,0.591,0.8,9.6,7.459
3484,Aluminum_6061,0.303,280.6,2.172,0.8,36.4,4.274
3485,Carbon_Steel_1045,0.365,138.1,1.02,0.8,55.6,10.39
3486,Carbon_Steel_1045,0.387,287.1,1.678,0.8,1.5,6.838
3487,Carbon_Steel_1045,0.354,129.3,2.875,1.2,32.6,6.526
3488,Carbon_Steel_1045,0.386,55.9,2.644,0.8,15.1,11.489
3489,Aluminum_6061,0.144,98.2,0.891,1.2,33.7,0.722
3490,Stainless_304,0.274,56.5,2.276,0.8,45.0,9.353
3491,Aluminum_6061,0.315,334.1,0.536,1.2,44.1,3.393
3492,Carbon_Steel_1045,0.051,350.0,0.324,1.2,43.5,0.114
3493,Stainless_304,0.435,278.7,0.327,0.2,46.7,69.731
3494,Stainless_304,0.325,82.4,0.718,1.2,4.4,5.256
3495,Aluminum_6061,0.108,319.7,2.161,0.8,30.6,0.582
3496,Aluminum_6061,0.417,273.1,1.249,0.4,15.7,16.136
3497,Carbon_Steel_1045,0.373,149.7,0.294,1.2,55.3,8.566
3498,Aluminum_6061,0.391,200.7,2.967,0.2,47.0,36.448
3499,Carbon_Steel_1045,0.226,248.5,1.717,0.8,6.5,2.456
3500,Carbon_Steel_1045,0.434,57.2,1.333,0.8,14.6,13.363
3501,Aluminum_6061,0.236,200.5,1.677,1.2,27.3,1.977
3502,Carbon_Steel_1045,0.307,269.7,1.68,0.8,57.8,7.301
3503,Carbon_Steel_1045,0.05,106.5,1.543,0.8,6.6,0.142
3504,Stainless_304,0.34,183.1,1.936,0.8,34.1,9.615
3505,Carbon_Steel_1045,0.373,209.8,2.685,0.8,20.5,8.503
3506,Aluminum_6061,0.305,270.7,1.08,1.2,38.8,2.914
3507,Carbon_Steel_1045,0.273,339.3,1.589,1.2,38.9,3.424
3508,Carbon_Steel_1045,0.414,304.5,0.26,0.2,14.4,30.124
3509,Stainless_304,0.357,236.5,2.614,0.8,47.1,13.585
3510,Stainless_304,0.175,225.1,1.091,0.4,5.5,3.939
3511,Stainless_304,0.482,231.0,0.996,0.2,49.1,92.924
3512,Carbon_Steel_1045,0.368,213.6,2.993,1.2,12.7,4.842
3513,Stainless_304,0.495,67.8,1.857,1.2,35.4,18.1
3514,Aluminum_6061,0.487,259.5,0.588,1.2,20.8,7.465
3515,Carbon_Steel_1045,0.464,264.9,0.98,0.4,36.6,26.759
3516,Carbon_Steel_1045,0.39,203.7,1.221,0.4,16.0,16.565
3517,Stainless_304,0.324,311.1,2.962,1.2,34.1,6.133
3518,Stainless_304,0.127,251.7,1.434,0.2,0.5,4.11
3519,Aluminum_6061,0.295,158.8,0.883,0.2,22.5,16.817
3520,Stainless_304,0.394,55.9,1.817,0.4,49.6,38.561
3521,Stainless_304,0.284,67.7,1.363,0.8,27.8,8.255
3522,Stainless_304,0.441,155.5,0.401,0.4,30.0,32.887
3523,Carbon_Steel_1045,0.099,188.6,2.618,0.2,37.3,3.268
3524,Stainless_304,0.221,100.1,0.293,0.8,26.1,4.357
3525,Stainless_304,0.278,106.8,2.721,1.2,52.0,5.849
3526,Carbon_Steel_1045,0.245,119.1,2.428,0.4,24.2,8.68
3527,Carbon_Steel_1045,0.099,284.2,0.459,0.4,56.6,1.673
3528,Stainless_304,0.119,281.4,2.24,0.4,52.6,3.308
3529,Stainless_304,0.427,164.9,2.37,0.4,25.3,29.871
3530,Carbon_Steel_1045,0.268,101.7,1.906,0.8,21.9,4.795
3531,Stainless_304,0.072,83.3,1.839,0.4,40.6,1.186
3532,Aluminum_6061,0.057,76.1,0.387,0.8,45.3,0.221
3533,Carbon_Steel_1045,0.263,167.4,0.414,0.2,11.2,14.509
3534,Aluminum_6061,0.124,63.7,2.25,0.8,14.5,0.817
3535,Carbon_Steel_1045,0.367,150.1,0.54,0.2,8.8,25.381
3536,Aluminum_6061,0.408,338.5,0.915,0.4,45.6,19.496
3537,Aluminum_6061,0.153,202.3,1.622,1.2,42.9,0.836
3538,Carbon_Steel_1045,0.316,296.8,0.701,0.4,11.3,8.887
3539,Aluminum_6061,0.12,88.8,2.422,0.8,32.2,0.833
3540,Aluminum_6061,0.187,130.4,2.47,0.4,45.9,4.98
3541,Carbon_Steel_1045,0.45,334.0,2.566,1.2,56.8,11.015
3542,Aluminum_6061,0.295,165.1,0.386,1.2,10.7,2.518
3543,Aluminum_6061,0.449,244.5,1.427,1.2,18.3,5.525
3544,Aluminum_6061,0.151,342.8,2.579,0.4,20.9,1.899
3545,Aluminum_6061,0.199,215.2,1.249,0.4,37.5,4.136
3546,Aluminum_6061,0.262,141.6,2.164,0.8,8.2,2.973
3547,Stainless_304,0.266,209.6,1.87,1.2,11.6,3.424
3548,Carbon_Steel_1045,0.499,66.4,1.205,0.8,46.8,19.662
3549,Carbon_Steel_1045,0.102,83.7,1.01,0.8,32.5,0.808
3550,Carbon_Steel_1045,0.433,52.2,2.045,1.2,9.6,7.613
3551,Aluminum_6061,0.439,315.3,0.617,1.2,23.3,5.257
3552,Carbon_Steel_1045,0.299,251.4,2.615,0.4,8.1,9.978
3553,Stainless_304,0.205,139.5,1.835,0.2,21.8,12.194
3554,Aluminum_6061,0.284,116.3,0.557,0.4,24.0,8.425
3555,Aluminum_6061,0.182,254.9,2.185,0.8,6.7,1.321
3556,Carbon_Steel_1045,0.41,325.9,1.436,1.2,3.6,4.581
3557,Aluminum_6061,0.274,139.7,0.811,0.4,52.9,9.565
3558,Aluminum_6061,0.467,146.5,2.893,0.2,53.3,69.558
3559,Carbon_Steel_1045,0.33,306.3,2.229,0.4,0.2,11.1
3560,Carbon_Steel_1045,0.281,318.0,1.881,0.8,38.5,5.783
3561,Aluminum_6061,0.37,324.2,2.584,0.2,5.6,24.221
3562,Stainless_304,0.277,137.9,1.746,0.4,48.6,16.317
3563,Aluminum_6061,0.457,86.1,1.464,0.4,52.8,27.265
3564,Aluminum_6061,0.133,182.0,0.771,1.2,37.0,0.638
3565,Carbon_Steel_1045,0.488,138.7,0.672,0.8,36.8,18.004
3566,Carbon_Steel_1045,0.415,315.2,1.438,0.8,22.3,8.271
3567,Carbon_Steel_1045,0.437,61.0,1.504,0.8,15.0,11.852
3568,Carbon_Steel_1045,0.267,240.2,2.267,0.2,30.0,17.427
3569,Carbon_Steel_1045,0.427,321.9,1.466,0.4,8.0,17.471
3570,Stainless_304,0.188,343.0,1.881,1.2,40.3,2.195
3571,Carbon_Steel_1045,0.393,245.0,2.539,0.8,28.2,9.361
3572,Carbon_Steel_1045,0.113,335.0,2.982,0.8,10.7,0.671
3573,Stainless_304,0.188,72.7,1.137,1.2,35.3,2.322
3574,Aluminum_6061,0.251,157.8,2.73,0.8,47.7,4.105
3575,Stainless_304,0.195,52.6,2.467,0.8,35.3,4.13
3576,Aluminum_6061,0.224,344.4,0.437,0.2,31.8,9.209
3577,Carbon_Steel_1045,0.419,320.8,1.169,0.2,50.9,47.648
3578,Carbon_Steel_1045,0.166,58.4,0.852,0.2,0.6,6.205
3579,Carbon_Steel_1045,0.385,55.4,2.077,0.4,37.0,26.148
3580,Aluminum_6061,0.083,160.1,1.777,0.8,24.6,0.35
3581,Carbon_Steel_1045,0.395,127.6,1.611,1.2,11.6,6.823
3582,Stainless_304,0.406,304.1,2.35,0.4,58.8,37.798
3583,Stainless_304,0.231,98.1,1.167,0.8,24.2,4.741
3584,Carbon_Steel_1045,0.375,287.2,1.303,1.2,20.1,4.874
3585,Aluminum_6061,0.462,216.3,2.63,0.8,10.1,8.303
3586,Carbon_Steel_1045,0.41,163.2,2.924,0.4,59.9,31.414
3587,Carbon_Steel_1045,0.226,93.7,2.385,0.4,51.4,9.843
3588,Aluminum_6061,0.268,349.3,0.847,0.8,4.2,2.096
3589,Stainless_304,0.401,235.4,0.56,0.4,33.9,24.303
3590,Carbon_Steel_1045,0.182,181.8,0.825,0.2,8.8,6.288
3591,Carbon_Steel_1045,0.412,161.3,1.413,0.8,42.9,11.771
3592,Carbon_Steel_1045,0.198,321.7,0.901,0.8,29.0,2.277
3593,Aluminum_6061,0.413,296.4,2.728,0.4,6.6,13.555
3594,Carbon_Steel_1045,0.089,293.4,2.094,0.2,33.4,2.045
3595,Carbon_Steel_1045,0.07,234.9,1.396,1.2,54.6,0.268
3596,Aluminum_6061,0.499,316.4,1.003,0.4,20.5,20.245
3597,Carbon_Steel_1045,0.441,139.8,1.297,0.8,3.0,9.547
3598,Carbon_Steel_1045,0.447,261.1,1.559,0.2,56.7,58.62
3599,Carbon_Steel_1045,0.478,171.3,2.213,0.4,8.5,24.992
3600,Stainless_304,0.247,230.0,0.496,0.8,28.5,4.911
3601,Carbon_Steel_1045,0.179,349.4,2.584,0.2,32.7,7.56
3602,Carbon_Steel_1045,0.109,345.4,0.601,0.4,14.2,1.117
3603,Stainless_304,0.276,203.8,0.972,0.8,10.6,5.13
3604,Carbon_Steel_1045,0.149,222.2,2.982,1.2,6.8,0.784
3605,Carbon_Steel_1045,0.471,319.2,0.773,0.4,4.2,19.467
3606,Stainless_304,0.052,345.7,0.528,0.2,30.5,0.786
3607,Carbon_Steel_1045,0.114,283.6,2.006,0.2,50.5,4.243
3608,Stainless_304,0.161,69.6,1.331,0.8,7.6,2.154
3609,Carbon_Steel_1045,0.14,146.8,0.503,0.8,42.0,1.343
3610,Carbon_Steel_1045,0.152,319.0,0.26,0.8,24.8,1.128
3611,Aluminum_6061,0.345,280.5,0.468,0.4,2.1,7.514
3612,Aluminum_6061,0.197,272.7,1.688,0.2,32.2,7.048
3613,Carbon_Steel_1045,0.327,250.4,0.885,0.2,15.1,22.232
3614,Aluminum_6061,0.451,174.6,2.388,0.2,36.3,52.55
3615,Carbon_Steel_1045,0.321,171.0,2.608,0.4,21.0,14.671
3616,Aluminum_6061,0.363,292.7,0.648,0.4,40.0,12.453
3617,Aluminum_6061,0.214,138.1,1.177,0.2,55.1,13.426
3618,Carbon_Steel_1045,0.122,255.4,0.653,0.8,14.7,0.75
3619,Carbon_Steel_1045,0.194,267.9,1.038,0.4,56.4,4.791
3620,Aluminum_6061,0.484,303.4,0.908,1.2,12.3,5.867
3621,Stainless_304,0.33,146.0,2.414,0.4,4.2,14.851
3622,Aluminum_6061,0.175,272.6,1.2,0.2,11.6,5.301
3623,Aluminum_6061,0.253,81.9,1.613,0.8,48.9,4.34
3624,Stainless_304,0.426,91.4,2.103,0.8,40.7,21.765
3625,Stainless_304,0.351,175.2,2.511,1.2,58.3,9.849
3626,Carbon_Steel_1045,0.302,66.6,1.078,0.8,42.6,7.034
3627,Carbon_Steel_1045,0.448,334.3,0.825,0.4,24.8,21.179
3628,Stainless_304,0.353,320.6,2.941,0.8,53.5,15.268
3629,Carbon_Steel_1045,0.339,64.7,1.13,1.2,57.5,7.479
3630,Aluminum_6061,0.135,301.5,2.095,0.8,47.5,1.167
3631,Aluminum_6061,0.098,202.7,2.114,1.2,33.4,0.376
3632,Aluminum_6061,0.484,260.6,1.664,1.2,49.5,9.072
3633,Stainless_304,0.319,316.1,0.878,1.2,10.7,3.898
3634,Carbon_Steel_1045,0.237,223.1,0.639,0.8,54.0,3.891
3635,Aluminum_6061,0.315,84.9,1.589,0.4,60.0,17.656
3636,Aluminum_6061,0.078,50.8,1.655,1.2,39.9,0.294
3637,Aluminum_6061,0.42,199.1,2.377,1.2,11.8,4.48
3638,Carbon_Steel_1045,0.147,334.8,2.202,0.4,8.7,2.257
3639,Stainless_304,0.412,221.8,2.758,0.2,57.6,68.881
3640,Carbon_Steel_1045,0.29,161.9,2.92,1.2,52.3,4.648
3641,Stainless_304,0.174,59.3,2.252,0.2,44.9,15.7
3642,Aluminum_6061,0.064,324.5,0.46,1.2,56.9,0.193
3643,Carbon_Steel_1045,0.417,148.1,1.364,0.2,30.2,50.432
3644,Carbon_Steel_1045,0.129,261.4,1.924,1.2,53.3,0.843
3645,Aluminum_6061,0.073,258.3,1.873,0.8,9.8,0.215
3646,Carbon_Steel_1045,0.39,126.2,0.749,0.4,11.0,17.804
3647,Stainless_304,0.208,69.1,1.853,0.2,30.7,20.735
3648,Aluminum_6061,0.225,165.5,1.212,1.2,20.0,1.566
3649,Carbon_Steel_1045,0.161,145.1,1.182,0.2,26.0,6.593
3650,Stainless_304,0.437,260.1,2.544,0.2,47.9,74.439
3651,Stainless_304,0.184,295.9,1.41,1.2,3.2,1.408
3652,Carbon_Steel_1045,0.145,116.7,1.7,0.8,43.3,1.856
3653,Aluminum_6061,0.189,208.5,1.798,0.2,5.3,4.753
3654,Stainless_304,0.141,62.2,1.798,0.4,50.9,5.084
3655,Aluminum_6061,0.193,114.3,0.836,0.8,12.1,1.524
3656,Aluminum_6061,0.087,278.5,1.898,0.8,44.1,0.443
3657,Aluminum_6061,0.121,288.0,1.17,0.4,35.5,1.358
3658,Carbon_Steel_1045,0.238,282.9,2.051,0.4,23.1,5.95
3659,Carbon_Steel_1045,0.446,92.7,0.651,0.2,16.1,52.883
3660,Stainless_304,0.076,215.3,2.984,0.2,3.4,1.52
3661,Carbon_Steel_1045,0.146,176.8,2.373,1.2,21.2,0.882
3662,Stainless_304,0.459,347.4,1.397,0.2,12.0,57.159
3663,Carbon_Steel_1045,0.451,246.2,1.079,1.2,8.2,6.932
3664,Carbon_Steel_1045,0.356,330.6,1.316,0.2,44.3,33.573
3665,Aluminum_6061,0.158,93.6,2.233,1.2,12.8,0.815
3666,Aluminum_6061,0.239,185.3,2.052,0.4,13.4,4.93
3667,Carbon_Steel_1045,0.145,281.5,2.181,1.2,20.4,0.874
3668,Carbon_Steel_1045,0.108,160.4,2.695,1.2,27.8,0.536
3669,Aluminum_6061,0.221,239.8,1.505,0.4,30.8,4.835
3670,Carbon_Steel_1045,0.309,203.5,2.091,0.8,39.9,7.205
3671,Carbon_Steel_1045,0.212,347.6,1.464,0.4,35.3,6.572
3672,Carbon_Steel_1045,0.325,102.2,2.005,1.2,28.9,5.229
3673,Aluminum_6061,0.183,330.6,1.556,1.2,23.6,0.99
3674,Aluminum_6061,0.206,170.5,2.386,1.2,15.9,1.561
3675,Aluminum_6061,0.406,190.4,0.264,0.8,42.6,10.145
3676,Stainless_304,0.445,208.6,0.843,0.4,19.1,32.418
3677,Stainless_304,0.195,129.6,1.065,0.2,51.0,16.408
3678,Aluminum_6061,0.307,339.1,2.85,0.8,35.2,4.857
3679,Aluminum_6061,0.175,323.4,1.644,0.2,38.0,5.587
3680,Carbon_Steel_1045,0.074,341.9,1.252,0.8,30.5,0.353
3681,Aluminum_6061,0.382,349.1,1.362,1.2,55.7,5.905
3682,Stainless_304,0.127,250.9,1.493,0.2,25.3,4.469
3683,Carbon_Steel_1045,0.242,185.5,2.637,1.2,25.6,2.826
3684,Stainless_304,0.269,305.2,2.896,0.8,53.6,7.69
3685,Aluminum_6061,0.133,57.1,2.571,0.2,36.3,4.971
3686,Stainless_304,0.093,300.3,2.565,0.8,26.9,0.636
3687,Stainless_304,0.207,199.2,0.797,0.2,15.7,12.765
3688,Carbon_Steel_1045,0.479,252.0,0.989,0.8,14.7,12.193
3689,Stainless_304,0.327,162.2,1.889,0.8,48.1,11.653
3690,Carbon_Steel_1045,0.222,160.6,2.054,0.8,16.8,2.83
3691,Aluminum_6061,0.068,59.5,0.807,0.4,0.3,0.478
3692,Carbon_Steel_1045,0.32,177.1,2.302,0.2,1.2,17.922
3693,Stainless_304,0.092,172.5,0.8,0.4,58.7,1.773
3694,Stainless_304,0.294,117.4,0.973,1.2,33.6,5.925
3695,Carbon_Steel_1045,0.388,124.2,1.094,1.2,29.3,6.357
3696,Carbon_Steel_1045,0.241,225.2,2.576,0.2,55.1,17.835
3697,Aluminum_6061,0.185,145.3,2.263,0.4,21.1,3.852
3698,Aluminum_6061,0.071,299.1,1.709,1.2,47.7,0.207
3699,Carbon_Steel_1045,0.061,83.4,2.504,0.4,43.3,0.7
3700,Carbon_Steel_1045,0.244,223.3,2.486,0.2,28.6,15.783
3701,Aluminum_6061,0.448,98.0,1.322,1.2,46.5,8.612
3702,Stainless_304,0.16,208.5,2.399,0.4,57.9,5.838
3703,Carbon_Steel_1045,0.308,215.8,0.817,0.8,12.0,4.745
3704,Carbon_Steel_1045,0.358,242.7,1.634,0.4,1.1,12.115
3705,Aluminum_6061,0.077,178.2,0.575,0.8,49.3,0.374
3706,Aluminum_6061,0.119,202.8,1.424,0.4,24.2,1.268
3707,Carbon_Steel_1045,0.199,104.3,1.681,0.8,32.7,3.18
3708,Stainless_304,0.352,188.9,0.47,0.4,13.3,14.97
3709,Aluminum_6061,0.248,161.9,1.522,0.8,50.5,3.891
3710,Stainless_304,0.38,249.8,2.042,0.2,43.3,51.947
3711,Stainless_304,0.44,180.4,1.939,0.2,57.2,84.228
3712,Stainless_304,0.391,283.8,0.399,0.8,28.5,13.778
3713,Carbon_Steel_1045,0.497,177.8,0.512,0.2,58.6,71.331
3714,Carbon_Steel_1045,0.389,120.7,1.216,1.2,30.7,6.656
3715,Stainless_304,0.433,132.1,2.567,1.2,37.3,13.88
3716,Carbon_Steel_1045,0.425,63.6,2.642,0.4,40.4,31.909
3717,Aluminum_6061,0.379,212.0,1.101,0.4,29.4,14.484
3718,Carbon_Steel_1045,0.411,299.3,2.227,0.8,33.8,12.403
3719,Carbon_Steel_1045,0.471,280.7,1.838,0.2,13.4,48.267
3720,Carbon_Steel_1045,0.264,181.3,2.954,1.2,21.7,2.878
3721,Stainless_304,0.337,108.8,0.51,0.2,42.1,46.932
3722,Carbon_Steel_1045,0.282,309.0,1.757,0.4,2.3,7.267
3723,Aluminum_6061,0.433,67.0,1.879,0.2,42.0,56.363
3724,Stainless_304,0.244,169.8,1.096,1.2,18.2,3.076
3725,Aluminum_6061,0.419,307.0,0.379,0.2,16.3,28.49
3726,Aluminum_6061,0.41,168.0,0.393,0.4,41.6,19.525
3727,Stainless_304,0.483,85.4,1.497,1.2,12.9,12.883
3728,Stainless_304,0.162,129.8,2.154,0.4,57.7,6.263
3729,Carbon_Steel_1045,0.369,230.0,2.175,0.2,59.4,49.296
3730,Carbon_Steel_1045,0.391,95.6,0.748,0.2,27.5,43.234
3731,Carbon_Steel_1045,0.471,246.5,2.609,0.8,24.1,11.637
3732,Stainless_304,0.458,181.4,1.287,0.2,4.7,50.978
3733,Stainless_304,0.308,150.3,2.902,0.4,46.7,21.013
3734,Aluminum_6061,0.311,122.3,0.575,0.8,9.8,4.05
3735,Stainless_304,0.125,297.0,2.55,0.4,56.0,3.796
3736,Carbon_Steel_1045,0.489,169.0,2.748,1.2,59.4,18.955
3737,Aluminum_6061,0.165,271.5,2.512,0.8,7.3,0.884
3738,Aluminum_6061,0.376,182.1,2.474,0.2,41.0,35.548
3739,Aluminum_6061,0.408,77.6,1.244,1.2,28.0,6.589
3740,Stainless_304,0.249,182.2,2.212,1.2,32.5,3.82
3741,Carbon_Steel_1045,0.145,202.3,1.843,0.2,10.8,4.618
3742,Carbon_Steel_1045,0.135,187.4,1.417,0.4,43.4,2.736
3743,Aluminum_6061,0.435,294.9,2.981,0.4,10.0,15.297
3744,Stainless_304,0.28,323.3,1.049,0.4,53.1,15.516
3745,Carbon_Steel_1045,0.091,286.0,1.386,0.4,27.2,1.015
3746,Stainless_304,0.373,224.8,2.733,1.2,38.1,9.447
3747,Carbon_Steel_1045,0.163,212.4,1.045,0.8,55.3,2.118
3748,Stainless_304,0.444,243.4,0.67,1.2,44.3,11.7
3749,Carbon_Steel_1045,0.189,136.3,1.102,0.4,32.5,6.252
3750,Carbon_Steel_1045,0.14,293.6,2.338,0.8,24.2,1.207
3751,Stainless_304,0.088,307.1,2.615,0.2,27.7,2.792
3752,Carbon_Steel_1045,0.28,130.2,0.565,0.4,20.5,9.06
3753,Stainless_304,0.253,320.8,1.96,0.8,56.8,6.916
3754,Aluminum_6061,0.388,304.6,1.81,0.2,15.2,25.555
3755,Carbon_Steel_1045,0.259,177.3,2.089,1.2,24.6,2.461
3756,Stainless_304,0.205,322.7,2.095,0.4,46.7,7.791
3757,Stainless_304,0.168,86.1,2.889,0.2,21.9,10.514
3758,Carbon_Steel_1045,0.175,58.4,1.203,1.2,53.2,1.893
3759,Carbon_Steel_1045,0.468,154.4,1.074,0.2,14.6,44.711
3760,Stainless_304,0.124,219.6,1.848,0.4,1.9,1.921
3761,Aluminum_6061,0.495,155.4,1.431,0.2,37.7,63.707
3762,Stainless_304,0.197,332.6,1.553,0.8,30.5,3.217
3763,Aluminum_6061,0.09,126.4,0.441,1.2,56.0,0.33
3764,Aluminum_6061,0.162,134.4,0.658,0.2,25.4,4.897
3765,Stainless_304,0.076,240.4,2.822,0.4,8.1,0.788
3766,Carbon_Steel_1045,0.406,51.2,0.438,0.4,19.8,20.121
3767,Carbon_Steel_1045,0.281,268.3,1.873,0.8,23.6,4.74
3768,Aluminum_6061,0.202,163.2,2.325,0.4,35.0,5.313
3769,Stainless_304,0.348,343.3,0.283,0.8,16.5,7.581
3770,Carbon_Steel_1045,0.334,257.4,0.863,0.8,33.0,6.959
3771,Stainless_304,0.473,65.7,1.287,0.2,54.5,113.208
3772,Aluminum_6061,0.483,77.8,1.644,0.8,25.4,12.962
3773,Carbon_Steel_1045,0.356,76.5,1.189,0.8,39.1,10.622
3774,Aluminum_6061,0.418,335.8,2.035,1.2,13.7,4.539
3775,Carbon_Steel_1045,0.407,255.2,0.873,0.8,48.1,11.093
3776,Aluminum_6061,0.271,178.3,0.32,1.2,16.2,1.834
3777,Aluminum_6061,0.367,110.1,0.254,0.4,34.8,15.368
3778,Carbon_Steel_1045,0.085,312.1,1.2,0.8,18.0,0.414
3779,Carbon_Steel_1045,0.391,110.5,1.245,1.2,4.0,5.607
3780,Carbon_Steel_1045,0.483,262.0,2.859,0.2,19.2,61.667
3781,Carbon_Steel_1045,0.088,279.0,0.373,0.8,12.7,0.352
3782,Carbon_Steel_1045,0.426,138.4,1.708,1.2,53.6,11.248
3783,Carbon_Steel_1045,0.47,201.5,1.839,0.8,16.0,11.338
3784,Stainless_304,0.152,116.9,2.173,1.2,58.5,2.089
3785,Stainless_304,0.286,163.7,2.007,0.4,29.5,17.222
3786,Stainless_304,0.468,339.5,0.272,1.2,13.3,9.567
3787,Aluminum_6061,0.482,257.9,1.988,0.8,23.5,12.595
3788,Carbon_Steel_1045,0.108,304.0,1.137,0.4,11.0,1.059
3789,Stainless_304,0.207,212.2,2.375,0.2,50.0,18.449
3790,Stainless_304,0.364,121.7,0.768,0.2,7.2,34.666
3791,Carbon_Steel_1045,0.15,263.9,2.22,0.4,52.4,3.549
3792,Carbon_Steel_1045,0.196,200.2,1.97,1.2,2.8,1.244
3793,Stainless_304,0.06,103.1,2.044,0.4,18.0,0.648
3794,Stainless_304,0.119,173.7,0.734,0.4,8.4,1.825
3795,Carbon_Steel_1045,0.303,240.5,2.09,0.4,41.1,12.713
3796,Aluminum_6061,0.344,270.6,2.277,0.4,30.7,12.554
3797,Stainless_304,0.342,123.0,1.596,1.2,56.4,9.377
3798,Carbon_Steel_1045,0.4,312.8,1.186,0.4,22.0,15.996
3799,Aluminum_6061,0.237,163.9,0.708,0.4,2.4,3.549
3800,Aluminum_6061,0.173,131.3,1.047,0.8,45.7,1.811
3801,Carbon_Steel_1045,0.057,108.5,2.351,0.8,34.8,0.229
3802,Carbon_Steel_1045,0.143,291.3,1.376,0.4,49.6,2.796
3803,Stainless_304,0.191,156.2,2.182,0.2,25.6,12.623
3804,Aluminum_6061,0.13,195.0,2.285,0.8,44.3,1.037
3805,Aluminum_6061,0.059,116.8,2.104,0.8,10.3,0.154
3806,Carbon_Steel_1045,0.121,255.8,2.102,0.8,60.0,1.46
3807,Aluminum_6061,0.35,284.3,1.93,0.8,10.4,4.416
3808,Carbon_Steel_1045,0.333,151.8,1.676,0.8,49.8,10.094
3809,Carbon_Steel_1045,0.471,333.5,0.794,1.2,12.7,6.975
3810,Aluminum_6061,0.409,59.2,2.568,0.2,47.0,49.862
3811,Stainless_304,0.305,89.9,2.902,0.2,51.7,51.488
3812,Aluminum_6061,0.112,226.6,1.533,1.2,52.6,0.504
3813,Stainless_304,0.304,260.4,2.816,1.2,28.5,5.064
3814,Carbon_Steel_1045,0.078,125.2,2.994,0.4,25.7,1.005
3815,Carbon_Steel_1045,0.244,216.2,1.587,0.8,50.0,3.86
3816,Stainless_304,0.226,145.5,2.242,0.4,34.8,10.026
3817,Aluminum_6061,0.243,216.2,2.02,1.2,37.3,2.24
3818,Stainless_304,0.176,247.8,0.902,0.4,14.2,4.743
3819,Aluminum_6061,0.359,341.8,0.379,1.2,26.8,3.647
3820,Stainless_304,0.428,186.7,1.497,0.4,22.2,36.848
3821,Aluminum_6061,0.396,244.5,2.415,0.4,39.9,19.207
3822,Carbon_Steel_1045,0.332,223.4,1.144,0.8,11.8,4.63
3823,Aluminum_6061,0.292,145.3,2.407,0.4,24.3,8.186
3824,Carbon_Steel_1045,0.064,125.9,2.051,0.2,50.9,1.465
3825,Aluminum_6061,0.375,346.4,2.163,0.2,32.8,26.213
3826,Aluminum_6061,0.295,112.1,1.036,1.2,53.8,4.243
3827,Aluminum_6061,0.172,287.1,1.543,0.4,14.0,2.332
3828,Aluminum_6061,0.198,94.0,0.75,0.2,26.4,7.785
3829,Carbon_Steel_1045,0.471,291.3,0.928,1.2,30.0,8.139
3830,Carbon_Steel_1045,0.331,105.7,0.497,1.2,24.0,5.057
3831,Aluminum_6061,0.264,340.1,0.599,0.4,41.1,6.082
3832,Stainless_304,0.329,255.8,0.829,0.8,8.9,7.492
3833,Carbon_Steel_1045,0.236,77.0,1.846,1.2,31.2,3.186
3834,Aluminum_6061,0.262,258.0,1.463,0.2,8.3,10.257
3835,Carbon_Steel_1045,0.181,231.1,0.984,0.4,37.8,3.878
3836,Carbon_Steel_1045,0.248,151.3,2.618,0.8,49.8,5.548
3837,Carbon_Steel_1045,0.359,128.2,1.694,0.8,1.2,6.135
